sample_id,well_id
BPH2849,exp191205_6_C02
BPH2849,exp191205_6_G04
BPH2849,exp191205_6_H02
BPH2849,exp191206_6_C02
BPH2849,exp191206_6_G04
BPH2849,exp191206_6_H02
BPH2850,exp191205_6_B08
BPH2850,exp191205_6_D05
BPH2850,exp191205_6_G07
BPH2850,exp191206_6_B08
BPH2850,exp191206_6_D05
BPH2850,exp191206_6_G07
BPH2851,exp191205_6_A04
BPH2851,exp191205_6_B09
BPH2851,exp191205_6_E10
BPH2851,exp191206_6_A04
BPH2851,exp191206_6_B09
BPH2851,exp191206_6_E10
BPH2852,exp191205_6_A02
BPH2852,exp191205_6_B04
BPH2852,exp191205_6_B12
BPH2852,exp191206_6_A02
BPH2852,exp191206_6_B04
BPH2852,exp191206_6_B12
BPH2853,exp191205_6_B11
BPH2853,exp191205_6_C05
BPH2853,exp191205_6_G01
BPH2853,exp191206_6_B11
BPH2853,exp191206_6_C05
BPH2853,exp191206_6_G01
BPH2854,exp191205_6_A06
BPH2854,exp191205_6_B07
BPH2854,exp191205_6_D08
BPH2854,exp191206_6_A06
BPH2854,exp191206_6_B07
BPH2854,exp191206_6_D08
BPH2855,exp191205_6_F03
BPH2855,exp191205_6_F07
BPH2855,exp191205_6_G06
BPH2855,exp191206_6_F03
BPH2855,exp191206_6_F07
BPH2855,exp191206_6_G06
BPH2856,exp191205_6_A10
BPH2856,exp191205_6_F10
BPH2856,exp191205_6_G09
BPH2856,exp191206_6_A10
BPH2856,exp191206_6_F10
BPH2856,exp191206_6_G09
BPH2857,exp191205_6_A12
BPH2857,exp191205_6_D11
BPH2857,exp191205_6_H08
BPH2857,exp191206_6_A12
BPH2857,exp191206_6_D11
BPH2857,exp191206_6_H08
BPH2858,exp191205_6_C08
BPH2858,exp191205_6_C09
BPH2858,exp191205_6_G12
BPH2858,exp191206_6_C08
BPH2858,exp191206_6_C09
BPH2858,exp191206_6_G12
BPH2859,exp191205_6_A09
BPH2859,exp191205_6_C11
BPH2859,exp191205_6_D03
BPH2859,exp191206_6_A09
BPH2859,exp191206_6_C11
BPH2859,exp191206_6_D03
BPH2860,exp191205_6_E03
BPH2860,exp191205_6_E12
BPH2860,exp191205_6_F02
BPH2860,exp191206_6_E03
BPH2860,exp191206_6_E12
BPH2860,exp191206_6_F02
BPH2861,exp191205_6_C06
BPH2861,exp191205_6_E02
BPH2861,exp191205_6_E06
BPH2861,exp191206_6_C06
BPH2861,exp191206_6_E02
BPH2861,exp191206_6_E06
BPH2862,exp191205_6_C03
BPH2862,exp191205_6_F04
BPH2862,exp191206_6_C03
BPH2862,exp191206_6_F04
BPH2863,exp191205_6_B10
BPH2863,exp191205_6_D02
BPH2863,exp191205_6_D12
BPH2863,exp191206_6_B10
BPH2863,exp191206_6_D02
BPH2863,exp191206_6_D12
BPH2864,exp191205_6_B01
BPH2864,exp191205_6_B03
BPH2864,exp191205_6_C04
BPH2864,exp191206_6_B01
BPH2864,exp191206_6_B03
BPH2864,exp191206_6_C04
BPH2865,exp191205_6_B05
BPH2865,exp191205_6_F01
BPH2865,exp191205_6_G02
BPH2865,exp191206_6_B05
BPH2865,exp191206_6_F01
BPH2865,exp191206_6_G02
BPH2866,exp191205_6_F05
BPH2866,exp191205_6_F06
BPH2866,exp191205_6_G05
BPH2866,exp191206_6_F05
BPH2866,exp191206_6_F06
BPH2866,exp191206_6_G05
BPH2867,exp191205_6_A08
BPH2867,exp191205_6_D01
BPH2867,exp191205_6_F12
BPH2867,exp191206_6_A08
BPH2867,exp191206_6_D01
BPH2867,exp191206_6_F12
